Type,Price,Quantity,Timestamp,Unnamed: 4,Unnamed: 5,,
ask,38600000,0.00843863,1.68347E+12,,,,
bid,38600000,0.08831535,1.68347E+12,,,,
ask,38627000,0.40557235,1.68347E+12,,,,
bid,38600000,0.12053408,1.68347E+12,,,,
ask,38627000,0.00153615,1.68347E+12,,,,
bid,38627000,0.08637606,1.68347E+12,,,,
ask,38628000,0.59807137,1.68347E+12,,,,
bid,38586000,0.10610611,1.68347E+12,,,,
ask,38628000,0.472406,1.68347E+12,,,,
bid,38601000,0.12478012,1.68347E+12,,,,
ask,38628000,0.42039936,1.68347E+12,,,,
bid,38601000,0.01927611,1.68347E+12,,,,
ask,38628000,0.6782624,1.68347E+12,,,,
bid,38612000,0.046649,1.68347E+12,,,,
ask,38628000,0.66157084,1.68347E+12,,,,
bid,38612000,0.05205303,1.68347E+12,,,,
ask,38628000,0.56480616,1.68347E+12,,,,
bid,38612000,0.05231201,1.68347E+12,,,,
ask,38613000,0.07831519,1.68347E+12,,,,
bid,38633000,0.02739104,1.68347E+12,,,,
ask,38636000,0.16014715,1.68347E+12,,,,
bid,38633000,0.01047875,1.68347E+12,,,,
ask,38636000,0.1539931,1.68347E+12,,,,
bid,38633000,0.0115058,1.68347E+12,,,,
ask,38636000,0.14169183,1.68347E+12,,,,
bid,38633000,0.02008244,1.68347E+12,,,,
ask,38636000,0.09656365,1.68347E+12,,,,
bid,38633000,0.02008244,1.68347E+12,,,,
ask,38636000,0.03177798,1.68347E+12,,,,
bid,38636000,0.00007087,1.68347E+12,,,,
ask,38647000,1.82967127,1.68347E+12,,,,
bid,38636000,0.00093705,1.68347E+12,,,,
ask,38646000,0.01601947,1.68347E+12,,,,
bid,38636000,0.16534627,1.68347E+12,,,,
ask,38646000,0.00885384,1.68347E+12,,,,
bid,38636000,0.06868441,1.68347E+12,,,,
ask,38639000,1.70458195,1.68347E+12,,,,
bid,38612000,0.05457023,1.68347E+12,,,,
ask,38629000,1.24147549,1.68347E+12,,,,
bid,38612000,0.05457023,1.68347E+12,,,,
ask,38626000,0.00073,1.68347E+12,,,,
bid,38630000,0.23020135,1.68347E+12,,,,
ask,38636000,0.14966038,1.68347E+12,,,,
bid,38630000,0.17366597,1.68347E+12,,,,
ask,38636000,0.07649798,1.68347E+12,,,,
bid,38630000,0.23589381,1.68347E+12,,,,
ask,38636000,0.04089244,1.68347E+12,,,,
bid,38630000,0.22784811,1.68347E+12,,,,
ask,38638000,0.22314153,1.68347E+12,,,,
bid,38630000,0.12365954,1.68347E+12,,,,
ask,38636000,0.00422393,1.68347E+12,,,,
bid,38630000,0.16590858,1.68347E+12,,,,
ask,38638000,0.16295508,1.68347E+12,,,,
bid,38630000,0.01048435,1.68347E+12,,,,
ask,38638000,0.10684562,1.68347E+12,,,,
bid,38630000,0.02450043,1.68347E+12,,,,
ask,38638000,0.12619726,1.68347E+12,,,,
bid,38630000,0.02450043,1.68347E+12,,,,
ask,38638000,0.11897771,1.68347E+12,,,,
bid,38638000,0.02449536,1.68347E+12,,,,
ask,38639000,0.94793422,1.68347E+12,,,,
bid,38627000,0.01626773,1.68347E+12,,,,
ask,38639000,0.94793422,1.68347E+12,,,,
bid,38627000,0.06195036,1.68347E+12,,,,
ask,38639000,0.97319087,1.68347E+12,,,,
bid,38600000,0.38644843,1.68347E+12,,,,
ask,38639000,0.94152861,1.68347E+12,,,,
bid,38600000,0.38644843,1.68347E+12,,,,
ask,38637000,0.452,1.68347E+12,,,,
bid,38601000,0.00377376,1.68347E+12,,,,
ask,38634000,0.453,1.68347E+12,,,,
bid,38601000,0.00377376,1.68347E+12,,,,
ask,38635000,0.209,1.68347E+12,,,,
bid,38601000,0.01346304,1.68347E+12,,,,
ask,38633000,0.453,1.68347E+12,,,,
bid,38601000,1.71906638,1.68347E+12,,,,
ask,38632000,0.5176,1.68347E+12,,,,
bid,38602000,0.05740847,1.68347E+12,,,,
ask,38626000,0.12799506,1.68347E+12,,,,
bid,38602000,0.05740847,1.68347E+12,,,,
ask,38623000,1.318,1.68347E+12,,,,
bid,38603000,0.1013343,1.68347E+12,,,,
ask,38623000,1.30901522,1.68347E+12,,,,
bid,38603000,0.1013343,1.68347E+12,,,,
ask,38623000,1.30901522,1.68347E+12,,,,
bid,38604000,0.25904051,1.68347E+12,,,,
ask,38623000,1.30901522,1.68347E+12,,,,
bid,38604000,0.2306762,1.68347E+12,,,,
ask,38622000,0.20160433,1.68347E+12,,,,
bid,38604000,0.15091356,1.68347E+12,,,,
ask,38622000,0.20160433,1.68347E+12,,,,
bid,38604000,0.21925126,1.68347E+12,,,,
ask,38622000,0.11184139,1.68347E+12,,,,
bid,38605000,0.05740994,1.68347E+12,,,,
ask,38622000,0.11184139,1.68347E+12,,,,
bid,38605000,0.04298539,1.68347E+12,,,,
ask,38622000,0.08262977,1.68347E+12,,,,
bid,38604000,0.13565311,1.68347E+12,,,,
ask,38605000,0.12936222,1.68347E+12,,,,
bid,38604000,0.00986438,1.68347E+12,,,,
ask,38605000,0.11771153,1.68347E+12,,,,
bid,38603000,0.00840789,1.68347E+12,,,,
ask,38604000,0.0204057,1.68347E+12,,,,
bid,38601000,1.70405127,1.68347E+12,,,,
ask,38602000,0.01794625,1.68347E+12,,,,
bid,38601000,1.6118461,1.68347E+12,,,,
ask,38602000,0.0555077,1.68347E+12,,,,
bid,38601000,1.42935104,1.68347E+12,,,,
ask,38602000,0.05945294,1.68347E+12,,,,
bid,38601000,1.37482047,1.68347E+12,,,,
ask,38602000,0.05945294,1.68347E+12,,,,
bid,38601000,1.34721514,1.68347E+12,,,,
ask,38602000,0.03638661,1.68347E+12,,,,
bid,38601000,1.34255907,1.68347E+12,,,,
ask,38602000,0.03638661,1.68347E+12,,,,
bid,38601000,1.33976306,1.68347E+12,,,,
ask,38602000,0.03638661,1.68347E+12,,,,
bid,38601000,1.32240448,1.68347E+12,,,,
ask,38602000,0.03638661,1.68347E+12,,,,
bid,38601000,1.1755375,1.68347E+12,,,,
ask,38602000,0.02452456,1.68347E+12,,,,
bid,38601000,1.17146368,1.68347E+12,,,,
ask,38602000,0.02452456,1.68347E+12,,,,
bid,38602000,0.08418781,1.68347E+12,,,,
ask,38604000,0.04588873,1.68347E+12,,,,
bid,38601000,1.1741889,1.68347E+12,,,,
ask,38602000,0.22186825,1.68347E+12,,,,
bid,38601000,0.9852074,1.68347E+12,,,,
ask,38602000,0.22186825,1.68347E+12,,,,
bid,38601000,0.43091135,1.68347E+12,,,,
ask,38602000,1.25431225,1.68347E+12,,,,
bid,38593000,0.0046635,1.68347E+12,,,,
ask,38600000,0.08867563,1.68347E+12,,,,
bid,38600000,0.24632554,1.68347E+12,,,,
ask,38601000,0.63910557,1.68347E+12,,,,
bid,38593000,0.0046635,1.68347E+12,,,,
ask,38600000,0.13714905,1.68347E+12,,,,
bid,38586000,0.04584086,1.68347E+12,,,,
ask,38593000,0.00564883,1.68347E+12,,,,
bid,38586000,0.0453711,1.68347E+12,,,,
ask,38592000,0.03901738,1.68347E+12,,,,
bid,38585000,0.00631906,1.68347E+12,,,,
ask,38586000,0.31649703,1.68347E+12,,,,
bid,38585000,0.00631906,1.68347E+12,,,,
ask,38586000,0.31623787,1.68347E+12,,,,
bid,38584000,0.00362643,1.68347E+12,,,,
ask,38585000,0.05904937,1.68347E+12,,,,
bid,38585000,1.08485011,1.68347E+12,,,,
ask,38586000,0.116,1.68347E+12,,,,
bid,38585000,1.11027995,1.68347E+12,,,,
ask,38586000,0.116,1.68347E+12,,,,
bid,38585000,1.08368823,1.68347E+12,,,,
ask,38586000,0.116,1.68347E+12,,,,
bid,38585000,0.97883344,1.68347E+12,,,,
ask,38586000,0.01479588,1.68347E+12,,,,
bid,38578000,0.00025532,1.68347E+12,,,,
ask,38586000,0.00959752,1.68347E+12,,,,
bid,38561000,0.09922219,1.68347E+12,,,,
ask,38591000,0.449,1.68347E+12,,,,
bid,38586000,0.65163271,1.68347E+12,,,,
ask,38593000,0.00564883,1.68347E+12,,,,
bid,38586000,0.52949668,1.68347E+12,,,,
ask,38593000,0.00564883,1.68347E+12,,,,
bid,38587000,0.00388731,1.68347E+12,,,,
ask,38593000,0.04735296,1.68347E+12,,,,
bid,38587000,0.00388731,1.68347E+12,,,,
ask,38593000,0.04735296,1.68347E+12,,,,
bid,38558000,0.07144005,1.68347E+12,,,,
ask,38592000,0.45939122,1.68347E+12,,,,
bid,38556000,0.01321857,1.68347E+12,,,,
ask,38558000,0.01766128,1.68347E+12,,,,
bid,38568000,0.01839211,1.68347E+12,,,,
ask,38592000,0.00259122,1.68347E+12,,,,
bid,38564000,0.01381598,1.68347E+12,,,,
ask,38592000,0.01287934,1.68347E+12,,,,
bid,38591000,0.01047173,1.68347E+12,,,,
ask,38592000,0.01028812,1.68347E+12,,,,
bid,38601000,0.0025906,1.68347E+12,,,,
ask,38602000,0.98456093,1.68347E+12,,,,
bid,38601000,0.0025906,1.68347E+12,,,,
ask,38602000,2.52656222,1.68347E+12,,,,
bid,38601000,0.0025906,1.68347E+12,,,,
ask,38602000,2.2870741,1.68347E+12,,,,
bid,38601000,0.17330302,1.68347E+12,,,,
ask,38602000,2.27704101,1.68347E+12,,,,
bid,38601000,0.1494503,1.68347E+12,,,,
ask,38602000,2.1375144,1.68347E+12,,,,
bid,38601000,0.17464595,1.68347E+12,,,,
ask,38602000,2.1375144,1.68347E+12,,,,
bid,38601000,0.17075187,1.68347E+12,,,,
ask,38602000,2.1375144,1.68347E+12,,,,
bid,38601000,0.17075187,1.68347E+12,,,,
ask,38602000,2.11702845,1.68347E+12,,,,
bid,38601000,0.17402714,1.68347E+12,,,,
ask,38602000,2.11644159,1.68347E+12,,,,
bid,38601000,0.16537684,1.68347E+12,,,,
ask,38602000,2.11359343,1.68347E+12,,,,
bid,38601000,0.03711568,1.68347E+12,,,,
ask,38602000,2.1263583,1.68347E+12,,,,
bid,38601000,0.08890194,1.68347E+12,,,,
ask,38602000,2.12730513,1.68347E+12,,,,
bid,38601000,0.08599782,1.68347E+12,,,,
ask,38602000,2.12483137,1.68347E+12,,,,
bid,38601000,0.08858732,1.68347E+12,,,,
ask,38602000,1.90542574,1.68347E+12,,,,
bid,38586000,0.12996559,1.68347E+12,,,,
ask,38602000,1.89851641,1.68347E+12,,,,
bid,38587000,0.00123089,1.68347E+12,,,,
ask,38602000,1.89851641,1.68347E+12,,,,
bid,38586000,0.38437126,1.68347E+12,,,,
ask,38602000,1.89851641,1.68347E+12,,,,
bid,38602000,0.10148359,1.68347E+12,,,,
ask,38604000,0.02590406,1.68347E+12,,,,
bid,38602000,0.09808162,1.68347E+12,,,,
ask,38604000,0.02590406,1.68347E+12,,,,
bid,38602000,0.10705262,1.68347E+12,,,,
ask,38622000,0.04172825,1.68347E+12,,,,
bid,38622000,0.00008699,1.68347E+12,,,,
ask,38626000,0.00154849,1.68347E+12,,,,
bid,38622000,0.03612646,1.68347E+12,,,,
ask,38634000,0.10252691,1.68347E+12,,,,
bid,38622000,0.00308649,1.68347E+12,,,,
ask,38634000,0.10151765,1.68347E+12,,,,
bid,38588000,0.1264,1.68347E+12,,,,
ask,38602000,0.09709245,1.68347E+12,,,,
bid,38587000,0.08318448,1.68347E+12,,,,
ask,38602000,0.07870034,1.68347E+12,,,,
bid,38587000,0.11438874,1.68347E+12,,,,
ask,38602000,0.22962827,1.68347E+12,,,,
bid,38587000,0.21068736,1.68347E+12,,,,
ask,38602000,0.22962827,1.68347E+12,,,,
bid,38587000,0.23315127,1.68347E+12,,,,
ask,38602000,0.22962827,1.68347E+12,,,,
bid,38587000,0.25497436,1.68347E+12,,,,
ask,38602000,0.22962827,1.68347E+12,,,,
bid,38587000,0.15417896,1.68347E+12,,,,
ask,38602000,0.22962827,1.68347E+12,,,,
bid,38587000,0.12214426,1.68347E+12,,,,
ask,38602000,0.23123494,1.68347E+12,,,,
bid,38611000,1.318,1.68347E+12,,,,
ask,38633000,0.0003,1.68347E+12,,,,
bid,38612000,0.607773,1.68347E+12,,,,
ask,38633000,0.0003,1.68347E+12,,,,
bid,38612000,0.96461257,1.68347E+12,,,,
ask,38613000,0.01344133,1.68347E+12,,,,
bid,38612000,0.92574965,1.68347E+12,,,,
ask,38613000,0.01344133,1.68347E+12,,,,
bid,38612000,0.82726019,1.68347E+12,,,,
ask,38613000,0.01344133,1.68347E+12,,,,
bid,38612000,0.80523687,1.68347E+12,,,,
ask,38633000,0.0003,1.68347E+12,,,,
bid,38620000,0.03751139,1.68347E+12,,,,
ask,38634000,0.10181765,1.68347E+12,,,,
bid,38640000,0.49415795,1.68347E+12,,,,
ask,38646000,0.00053568,1.68347E+12,,,,
bid,38640000,0.22165791,1.68347E+12,,,,
ask,38646000,0.00053568,1.68347E+12,,,,
bid,38635000,0.00014901,1.68347E+12,,,,
ask,38647000,0.45253771,1.68347E+12,,,,
bid,38634000,0.02018139,1.68347E+12,,,,
ask,38647000,0.36670644,1.68347E+12,,,,
bid,38623000,0.10535706,1.68347E+12,,,,
ask,38634000,0.0430263,1.68347E+12,,,,
bid,38623000,0.10535706,1.68347E+12,,,,
ask,38634000,0.00815748,1.68347E+12,,,,
bid,38623000,0.05994266,1.68347E+12,,,,
ask,38634000,0.03096983,1.68347E+12,,,,
bid,38623000,0.05186247,1.68347E+12,,,,
ask,38634000,0.06096983,1.68347E+12,,,,
bid,38612000,0.37924304,1.68347E+12,,,,
ask,38623000,0.00118641,1.68347E+12,,,,
bid,38612000,0.36803005,1.68347E+12,,,,
ask,38623000,0.00118641,1.68347E+12,,,,
bid,38611000,0.394538,1.68347E+12,,,,
ask,38612000,0.00361924,1.68347E+12,,,,
bid,38611000,0.26548855,1.68347E+12,,,,
ask,38612000,0.02951792,1.68347E+12,,,,
bid,38612000,0.03751917,1.68347E+12,,,,
ask,38648000,0.10936555,1.68347E+12,,,,
bid,38618000,0.05955534,1.68347E+12,,,,
ask,38648000,0.36811116,1.68347E+12,,,,
bid,38626000,0.01930896,1.68347E+12,,,,
ask,38648000,0.31604868,1.68347E+12,,,,
bid,38626000,0.09215601,1.68347E+12,,,,
ask,38648000,0.30171599,1.68347E+12,,,,
bid,38626000,0.10215601,1.68347E+12,,,,
ask,38647000,0.02965888,1.68347E+12,,,,
bid,38626000,0.04061911,1.68347E+12,,,,
ask,38647000,0.02965888,1.68347E+12,,,,
bid,38626000,0.0394795,1.68347E+12,,,,
ask,38647000,0.2597523,1.68347E+12,,,,
bid,38612000,0.10972011,1.68347E+12,,,,
ask,38626000,0.17630248,1.68347E+12,,,,
bid,38611000,0.19912827,1.68347E+12,,,,
ask,38625000,0.09215601,1.68347E+12,,,,
bid,38611000,0.19133605,1.68347E+12,,,,
ask,38625000,0.08108734,1.68347E+12,,,,
bid,38625000,0.09311504,1.68347E+12,,,,
ask,38626000,0.25277763,1.68347E+12,,,,
bid,38625000,0.08289215,1.68347E+12,,,,
ask,38626000,0.23691364,1.68347E+12,,,,
bid,38625000,0.08289215,1.68347E+12,,,,
ask,38626000,0.16472901,1.68347E+12,,,,
bid,38625000,0.08289215,1.68347E+12,,,,
ask,38626000,0.12763639,1.68347E+12,,,,
bid,38625000,0.08289215,1.68347E+12,,,,
ask,38650000,0.99787379,1.68347E+12,,,,
bid,38625000,0.09289215,1.68347E+12,,,,
ask,38650000,0.99787379,1.68347E+12,,,,
bid,38626000,0.05158524,1.68347E+12,,,,
ask,38648000,0.01842789,1.68347E+12,,,,
bid,38626000,0.12052961,1.68347E+12,,,,
ask,38648000,0.91067833,1.68347E+12,,,,
bid,38631000,0.06894807,1.68347E+12,,,,
ask,38650000,0.99787379,1.68347E+12,,,,
bid,38636000,0.38628307,1.68347E+12,,,,
ask,38648000,0.01852147,1.68347E+12,,,,
bid,38626000,0.04175439,1.68347E+12,,,,
ask,38636000,0.52470286,1.68347E+12,,,,
bid,38625000,0.18185008,1.68347E+12,,,,
ask,38626000,0.11946124,1.68347E+12,,,,
bid,38625000,0.16029511,1.68347E+12,,,,
ask,38626000,0.11946124,1.68347E+12,,,,
bid,38612000,0.00517756,1.68347E+12,,,,
ask,38625000,0.50377641,1.68347E+12,,,,
bid,38612000,0.03059504,1.68347E+12,,,,
ask,38625000,0.48009391,1.68347E+12,,,,
bid,38610000,0.17465381,1.68347E+12,,,,
ask,38611000,0.02285639,1.68347E+12,,,,
bid,38610000,0.19977234,1.68347E+12,,,,
ask,38611000,0.0018242,1.68347E+12,,,,
bid,38609000,0.00155326,1.68347E+12,,,,
ask,38610000,0.28032157,1.68347E+12,,,,
bid,38609000,0.05693413,1.68347E+12,,,,
ask,38610000,0.32045947,1.68347E+12,,,,
bid,38609000,0.02588775,1.68347E+12,,,,
ask,38610000,0.0401379,1.68347E+12,,,,
bid,38608000,0.0401379,1.68347E+12,,,,
ask,38609000,0.01608469,1.68347E+12,,,,
bid,38608000,0.00929517,1.68347E+12,,,,
ask,38609000,0.05337505,1.68347E+12,,,,
bid,38608000,0.00929517,1.68347E+12,,,,
ask,38609000,0.05337505,1.68347E+12,,,,
bid,38602000,0.34484392,1.68347E+12,,,,
ask,38609000,0.05560587,1.68347E+12,,,,
bid,38602000,0.85241815,1.68347E+12,,,,
ask,38609000,0.05560587,1.68347E+12,,,,
bid,38603000,0.13787881,1.68347E+12,,,,
ask,38609000,0.05560587,1.68347E+12,,,,
bid,38602000,0.81281158,1.68347E+12,,,,
ask,38603000,0.03521984,1.68347E+12,,,,
bid,38602000,0.77759174,1.68347E+12,,,,
ask,38603000,0.06185934,1.68347E+12,,,,
bid,38605000,0.03741774,1.68347E+12,,,,
ask,38609000,0.01572674,1.68347E+12,,,,
bid,38605000,0.03741774,1.68347E+12,,,,
ask,38609000,0.01572674,1.68347E+12,,,,
bid,38609000,0.16291403,1.68347E+12,,,,
ask,38625000,1.33514577,1.68347E+12,,,,
bid,38609000,0.00007046,1.68348E+12,,,,
ask,38625000,1.33514577,1.68348E+12,,,,
bid,38609000,0.00007046,1.68348E+12,,,,
ask,38625000,0.33514577,1.68348E+12,,,,
bid,38602000,0.744917,1.68348E+12,,,,
ask,38609000,0.08732632,1.68348E+12,,,,
bid,38602000,0.744917,1.68348E+12,,,,
ask,38609000,0.06116663,1.68348E+12,,,,
bid,38602000,0.74840198,1.68348E+12,,,,
ask,38609000,0.06116663,1.68348E+12,,,,
bid,38602000,0.71227552,1.68348E+12,,,,
ask,38609000,0.06116663,1.68348E+12,,,,
bid,38602000,0.71227552,1.68348E+12,,,,
ask,38609000,0.0591352,1.68348E+12,,,,
bid,38625000,9.52409008,1.68348E+12,,,,
ask,38647000,0.5176,1.68348E+12,,,,
bid,38625000,9.52260679,1.68348E+12,,,,
ask,38647000,0.5176,1.68348E+12,,,,
bid,38625000,9.39958827,1.68348E+12,,,,
ask,38647000,0.5176,1.68348E+12,,,,
bid,38625000,9.18682358,1.68348E+12,,,,
ask,38647000,0.5176,1.68348E+12,,,,
bid,38625000,9.19601001,1.68348E+12,,,,
ask,38645000,0.5175,1.68348E+12,,,,
bid,38625000,9.19601001,1.68348E+12,,,,
ask,38626000,0.01429594,1.68348E+12,,,,
bid,38626000,0.40821077,1.68348E+12,,,,
ask,38634000,0.5177,1.68348E+12,,,,
bid,38626000,0.07832014,1.68348E+12,,,,
ask,38634000,0.5177,1.68348E+12,,,,
bid,38626000,0.12810537,1.68348E+12,,,,
ask,38635000,1.318,1.68348E+12,,,,
bid,38625000,8.70161596,1.68348E+12,,,,
ask,38634000,0.15402346,1.68348E+12,,,,
bid,38625000,8.12746575,1.68348E+12,,,,
ask,38630000,0.10972011,1.68348E+12,,,,
bid,38625000,6.24468427,1.68348E+12,,,,
ask,38628000,0.10515161,1.68348E+12,,,,
bid,38625000,6.23523078,1.68348E+12,,,,
ask,38627000,0.10972011,1.68348E+12,,,,
bid,38625000,6.1882591,1.68348E+12,,,,
ask,38627000,0.10972011,1.68348E+12,,,,
bid,38625000,5.68237124,1.68348E+12,,,,
ask,38627000,0.10972011,1.68348E+12,,,,
bid,38625000,5.61191854,1.68348E+12,,,,
ask,38626000,0.0335671,1.68348E+12,,,,
bid,38625000,5.54378236,1.68348E+12,,,,
ask,38627000,0.00249078,1.68348E+12,,,,
bid,38625000,5.54059616,1.68348E+12,,,,
ask,38627000,0.00249078,1.68348E+12,,,,
bid,38625000,5.53795774,1.68348E+12,,,,
ask,38628000,0.01141303,1.68348E+12,,,,
bid,38625000,5.3576314,1.68348E+12,,,,
ask,38628000,0.1152125,1.68348E+12,,,,
bid,38625000,5.29319646,1.68348E+12,,,,
ask,38628000,1.4332125,1.68348E+12,,,,
bid,38625000,5.28099646,1.68348E+12,,,,
ask,38628000,1.4332125,1.68348E+12,,,,
bid,38625000,4.37609553,1.68348E+12,,,,
ask,38628000,1.88001024,1.68348E+12,,,,
bid,38625000,4.43530033,1.68348E+12,,,,
ask,38628000,1.88001024,1.68348E+12,,,,
bid,38625000,4.42884282,1.68348E+12,,,,
ask,38628000,1.37146212,1.68348E+12,,,,
bid,38625000,4.29034778,1.68348E+12,,,,
ask,38628000,1.42173515,1.68348E+12,,,,
bid,38625000,4.12626615,1.68348E+12,,,,
ask,38628000,1.32250914,1.68348E+12,,,,
bid,38626000,0.013,1.68348E+12,,,,
ask,38627000,1.318,1.68348E+12,,,,
bid,38625000,4.06561841,1.68348E+12,,,,
ask,38627000,1.318,1.68348E+12,,,,
bid,38625000,4.21465574,1.68348E+12,,,,
ask,38626000,0.04,1.68348E+12,,,,
bid,38625000,4.18995574,1.68348E+12,,,,
ask,38626000,0.04,1.68348E+12,,,,
bid,38625000,4.02915681,1.68348E+12,,,,
ask,38626000,0.03974111,1.68348E+12,,,,
bid,38625000,3.89645784,1.68348E+12,,,,
ask,38626000,0.03644227,1.68348E+12,,,,
bid,38625000,3.65068218,1.68348E+12,,,,
ask,38626000,0.03644227,1.68348E+12,,,,
bid,38625000,3.7811817,1.68348E+12,,,,
ask,38626000,0.02072146,1.68348E+12,,,,
bid,38625000,3.7575004,1.68348E+12,,,,
ask,38626000,0.02072146,1.68348E+12,,,,
bid,38625000,3.73253475,1.68348E+12,,,,
ask,38626000,0.02072146,1.68348E+12,,,,
bid,38625000,3.60168062,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.49165177,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.36659048,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.15533169,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.12833621,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.12549794,1.68348E+12,,,,
ask,38634000,0.00024664,1.68348E+12,,,,
bid,38625000,3.2213719,1.68348E+12,,,,
ask,38636000,0.51744292,1.68348E+12,,,,
bid,38625000,3.21951107,1.68348E+12,,,,
ask,38636000,0.51744292,1.68348E+12,,,,
bid,38625000,3.14924088,1.68348E+12,,,,
ask,38633000,0.53599287,1.68348E+12,,,,
bid,38626000,0.00387861,1.68348E+12,,,,
ask,38633000,0.00975708,1.68348E+12,,,,
bid,38625000,2.82197615,1.68348E+12,,,,
ask,38631000,0.19956001,1.68348E+12,,,,
bid,38625000,2.74071749,1.68348E+12,,,,
ask,38631000,0.1529649,1.68348E+12,,,,
bid,38625000,2.70934477,1.68348E+12,,,,
ask,38631000,0.11112662,1.68348E+12,,,,
bid,38629000,0.17285104,1.68348E+12,,,,
ask,38630000,0.06471655,1.68348E+12,,,,
bid,38629000,0.02084453,1.68348E+12,,,,
ask,38630000,0.06471655,1.68348E+12,,,,
bid,38629000,0.06104245,1.68348E+12,,,,
ask,38630000,0.04557578,1.68348E+12,,,,
bid,38625000,2.65277349,1.68348E+12,,,,
ask,38630000,0.04557578,1.68348E+12,,,,
bid,38625000,2.66440456,1.68348E+12,,,,
ask,38630000,0.06659161,1.68348E+12,,,,
bid,38627000,0.09150258,1.68348E+12,,,,
ask,38630000,0.09593877,1.68348E+12,,,,
bid,38625000,2.34285838,1.68348E+12,,,,
ask,38630000,0.03971794,1.68348E+12,,,,
bid,38625000,2.28673901,1.68348E+12,,,,
ask,38630000,0.03102858,1.68348E+12,,,,
bid,38625000,2.25714176,1.68348E+12,,,,
ask,38630000,0.03102858,1.68348E+12,,,,
bid,38625000,2.24513126,1.68348E+12,,,,
ask,38630000,0.03102858,1.68348E+12,,,,
bid,38625000,2.13867236,1.68348E+12,,,,
ask,38630000,0.03102858,1.68348E+12,,,,
bid,38625000,1.99281209,1.68348E+12,,,,
ask,38630000,0.00960116,1.68348E+12,,,,
bid,38625000,1.95933639,1.68348E+12,,,,
ask,38630000,0.00960116,1.68348E+12,,,,
bid,38625000,1.93043639,1.68348E+12,,,,
ask,38630000,0.0070125,1.68348E+12,,,,
bid,38625000,1.85116559,1.68348E+12,,,,
ask,38647000,0.5174,1.68348E+12,,,,
bid,38625000,1.80313247,1.68348E+12,,,,
ask,38647000,0.5174,1.68348E+12,,,,
bid,38625000,1.84027226,1.68348E+12,,,,
ask,38646000,0.05,1.68348E+12,,,,
bid,38625000,1.84127226,1.68348E+12,,,,
ask,38642000,0.5175,1.68348E+12,,,,
bid,38625000,1.84127226,1.68348E+12,,,,
ask,38642000,0.39302167,1.68348E+12,,,,
bid,38625000,1.84127226,1.68348E+12,,,,
ask,38640000,0.39313705,1.68348E+12,,,,
bid,38625000,1.84185032,1.68348E+12,,,,
ask,38639000,0.00025881,1.68348E+12,,,,
bid,38625000,1.87153968,1.68348E+12,,,,
ask,38638000,0.5176,1.68348E+12,,,,
bid,38625000,1.87153968,1.68348E+12,,,,
ask,38638000,0.56412971,1.68348E+12,,,,
bid,38637000,0.00001927,1.68348E+12,,,,
ask,38638000,0.05302607,1.68348E+12,,,,
bid,38625000,1.90084153,1.68348E+12,,,,
ask,38637000,0.11514654,1.68348E+12,,,,
bid,38625000,1.90034278,1.68348E+12,,,,
ask,38637000,0.01051212,1.68348E+12,,,,
bid,38625000,1.43466619,1.68348E+12,,,,
ask,38637000,0.01051212,1.68348E+12,,,,
bid,38626000,0.0780174,1.68348E+12,,,,
ask,38638000,0.00656201,1.68348E+12,,,,
bid,38626000,0.03802444,1.68348E+12,,,,
ask,38638000,0.03267764,1.68348E+12,,,,
bid,38626000,0.17168965,1.68348E+12,,,,
ask,38638000,0.02611563,1.68348E+12,,,,
bid,38626000,0.00072521,1.68348E+12,,,,
ask,38638000,0.02611563,1.68348E+12,,,,
bid,38638000,0.01914091,1.68348E+12,,,,
ask,38647000,0.53545884,1.68348E+12,,,,
bid,38638000,0.01976479,1.68348E+12,,,,
ask,38647000,0.01785884,1.68348E+12,,,,
bid,38647000,0.000976,1.68348E+12,,,,
ask,38648000,0.57401488,1.68348E+12,,,,
bid,38625000,1.20623137,1.68348E+12,,,,
ask,38645000,0.69,1.68348E+12,,,,
bid,38625000,0.92614685,1.68348E+12,,,,
ask,38642000,0.746,1.68348E+12,,,,
bid,38625000,0.86054063,1.68348E+12,,,,
ask,38635000,0.2395,1.68348E+12,,,,
bid,38616000,0.00803461,1.68348E+12,,,,
ask,38620000,0.79749457,1.68348E+12,,,,
bid,38616000,0.01628549,1.68348E+12,,,,
ask,38620000,0.74390325,1.68348E+12,,,,
bid,38619000,0.00303939,1.68348E+12,,,,
ask,38620000,0.74390325,1.68348E+12,,,,
bid,38619000,0.00303939,1.68348E+12,,,,
ask,38620000,0.70953179,1.68348E+12,,,,
bid,38616000,0.00489352,1.68348E+12,,,,
ask,38620000,0.92321373,1.68348E+12,,,,
bid,38610000,0.000518,1.68348E+12,,,,
ask,38616000,0.03399298,1.68348E+12,,,,
bid,38610000,0.11486486,1.68348E+12,,,,
ask,38616000,0.10885562,1.68348E+12,,,,
